,Message,Target
565,Hey thanks for being top new followers this week! Much appreciated happy.1,1
566,Shameful,0
567,Post-show blues are hitting hard. unhappy ,0
568,thanks for the recent follow.2,1
569,i don't like their songs after debyout younhappy  so i can syouggest yoyou jyoust one song i really love,0
570,That would be a great trick happy,1
571,His face looks bloated unhappy  baby get well soon ,0
572,I am perfectly happy being single .. Until I see a happy couple :(KISSES TheFashionIcon,0
573,Zac farro is back By the way hehehe So sad Jeremy is not unhappy ,0
574, its texting without looking :)KISSES TheFashionIcon,1
575,pamura isa because in this very moment,0
576,Dude I just want more sleep unhappy ,0
577,Just wandering around,1
578,Unnamed: 582,1
579,Will you do before and after pictures? I always enjoy your swanky hair happy,1
580,Definitely my arms unhappy  .14,0
581,YG should have sent them to MCD. I want to see them holding the trophy unhappy  anyways .10,0
582,this is jimin to yoongi unhappy  .5,0
583,hey,1
584,wow whattay decision both parties celebrating :D,1
585,I only just absorbed that I'm not going to get to laugh when he gets 2000 votes. unhappy  ,0
586,Ooh,1
587,Great night! Hope you enjoyed the strip club after happy  Thx for photo,1
588,it hurts me to see him so sad unhappy  you don't understand i have to do this. if i don't kill you,0
589,you're so rude unhappy  ,0
590,EDM pleaseeeeeeeee   unhappy ,0
591,You too. smile,1
592,New Upcoming Heroes REVEALED! WUKONG,1
593,My mom knows the struggle of this drystreak I'm on unhappy  ,0
594, i was telling you to read a book today. knowledge is power. knowledge is growth. kee,1
595,I want a puppy now unhappy ,0
596,We All Know unhappy  ,0
597,Call Duration: Before sex: 01:47:36 After sex: 00:00:19 crying ,0
598,Why would Harvey be going to prison? unhappy ,0
599,To all FLA members and officers who are going to Cebu tomorrow silence  Godbless piss off mga ante and angkol!  happy,1
600, my views have gone done by about 100 monthly unhappy ,0
601,Thanks for being top engaged community members this week happy   Want this,1
602,Guess who's not getting a unicorn frappuccino because they're sold out unhappy ,0
603,thanks a lot,1
604,you should post this offer on this website happy,1
605, it may be open happy,1
606, [PLEASE RT] he'll buy me a blinking taehyung headband,0
607,Let me eat that cake! :D :P,1
608,instant message fine yoo,1
609,and  on the pic? unhappy ,0
610,Please,1
611,Hey thanks for being top new followers this week! Much appreciated happy.4,1
612,this is damn.... theres people who sincerely want to attend BH birthday party but bcs of those people who try for fun make them ca.9,0
613,Unnamed: 223,1
614,Follow me too unhappy  ,0
615,Go Kisses!!...  I know you can do it..,1
616,A Chub bun because its Easter! Happy Easter!  His name is Almond! :D.1,1
617, music and direction by of my favourites by.1,1
618,Awesome! makes a good nurse maid,1
619,6 days in camp haiss miss you a lot unhappy ,0
620,Thats how it sounds like at superbooth happy,1
621,Hellooo happy  KT Bear (FFABear),1
622, Ngomel crying ,0
623, you've got the message happy,1
624,Hi! We tried to call your number but got no response unhappy  Please share another suitable time and an alternate number.. cont1,0
625, if anyone has got a design or could find me one I would be so grateful to you :D,1
626,i love when people or message me w long messages about how beautiful they find joon like unhappy  yes i agree keep going,0
627,Who wants some good vibes? Watch this on YouTube or TV100 application now for FREE happy.1,1
628,Babye old twitter unhappy ,0
629,what's wrong with you why don't you like animals unhappy ,0
630,I would say quite a lot...but hey,1
631,No stream tonight! Throat is killing me. unhappy ,0
632,thanks for the recent follow. Much appreciated happy  Get this,1
633, I really appreciate it. Hope you have a brilliant day happy,1
634,Superstar thanks so much for the kind words! Look forward to seeing you soon buddy smile,1
635,Thanks for the recent follow Happy to connect happy  have a great Thursday.  Want this ?.5,1
636,But the dub is what I watch for Pokemon unhappy ,0
637,Crap. Hailie won't be there. She has a school game and won't make it to Middleburg in time unhappy ,0
638,Want to win a pet chick happy  Simply follow  retweet for your chance to win! Winners will be selected Sunday 23rd. Go,1
639,year old i am commenting on all the new ladylike videos. trust me. not a troll,1
640,only pure evil people unhappy ,0
641,? News ? :D,1
642,Okay,1
643,Not really I am a Labour supporter and am actually quite glad happy  I mean how much did he claim in 2009 fuck off,1
644,They have a whole Japan tour ahead of them.. One that will be quite brutal on their already tired bodies. Boys unhappy ,0
645,Veronice and Jughead! happy,1
646,i'm hungry unhappy ,0
647, i want to explode like a grenade to the point where people will die with me. sad ,0
648,Good Morning Peady,1
649,Too bad i can't watch it unhappy  that cake is cute and looks delicious,0
650,seem I want to drop this account to wuhyungwon unhappy  ,0
651,515 SUBSCRIBERS!!!! :DTHE CONTINUES!,1
652, woot! smile,1
653,EVERY time I think that my skin is getting better,1
654,Another great song  Have a listen. Its good! You may well like it happy,1
655,resolve is sooo slow on my laptop,0
656,Maa ki kuss tumhari. Now take this bullshit you loser. ,0
657,instant message so jealous okay unhappy  but never mind haha bruno can wait finals first,0
658,Thanks for up-voting us on PH happy.1,1
659,isn't it terrible that we live in a world where we have to address anticipated criticism of our thoughts first? happy,1
660,who would you call when you are roused in midnightreminds me of the time(s) they were roommates unhappy  unhappy  unhappy YOU SUCK,0
661,a couple more unhappy  ,0
662,IM HUNGRY unhappy ,0
663, same unhappy ,0
664, but happy birthday hoe! have a good day,1
665,ugh i miss my baby crying ,0
666, there will be more figures happy,1
667,I miss Temperance Brennan and Seeley Booth so much unhappy .1,0
668,I literally couldn't see a thing when they were at the back of the stage,0
669,why i didnt save it happy  going to re-color again the,1
670,YG should have sent them to MCD. I want to see them holding the trophy unhappy  anyways .2,0
671,As the last event for chapter 1,1
672,True unhappy ,0
673,but you were going to do it yesterday unhappy ,0
674,damn ify ate unhappy ,0
675, went to work.Don't get too excited,1
676,Ok will do! I never had any problems with the old ticket app,0
677, I'm aborting mission now have a nice day though x ,0
678,I can't do it all on my own. (See what I did there? ) ,0
679,When your efforts pay off... happy,1
680,Guys please help I tried to smoke some lettuce earlier but now my salad is ruined unhappy ,0
681,i want to make waffles unhappy ,0
682,Go back to school for music! I think I will in time happy.2,1
683,When your online crush comes to the meet-up without their Snapchat filter unhappy  .1,0
684,I wish i could vote for you unhappy ,0
685,thanks! happy,1
686,So excited for the things coming in the future happy  things are going great,1
687,unhappy   feeling bored,0
688,Finals are next week unhappy  wish me luck x,0
689,Goodnight princess,0
690,Umma why you do this crying ,0
691,CSGOBOUNTY GIVEAWAY - 1 random KEY. 25 RETWEETS,1
692,Pfft- crying with joy  Oh.. I hope year oldu're okay,1
693,Helloo :D Mr Drippy (CallMeErgan),1
694,Ma de tonight i don%27t really care crying with joy,1
695,Must Feel Like Shit When Men Can Stare Down The Barrel Of A Bong As They Spend Their Kid's Milk Money unhappy ,0
696,oh my god same! we should attend on some lessons together sometime just kidding HAHAH ,0
697,Me too...I won't miss the HGVs going past our house though. It was a nice looking building - had initiall ,0
698,The world is so big. Too big for our problems and worries to take over our world. There is much to smile for happy,1
699,my puppies deserves all better unhappy  .3,0
700,thanks for the recent follow,1
701,Thanks for the recent follow Happy to connect happy  have a great Thursday..20,1
702, have a great week!! happy,1
703,Small fishie died unhappy ,0
704,Free market is tops!!! Real human rights sound great to me,1
705,- Thanks for being top engaged community members this week happy   Grow your followers with,1
706, it's Adore you  ,0
707,wowwow these are all so cute unhappy  i wantt .1,0
708,Streaming later in the day (night stream) since i have to go and take care of the internet contract,0
709, narank 1 ako bcos of yoyou. can you please congratyoulate me even if its already late? unhappy  ,0
710,Aw goodnight angel! I love you lots and I hope you're going to have the best tiame and a lot of fun!! Wonho's already am,0
711,vocal coach IG post:,1
712, please! :D| KenBie,1
713,to  beautiful ladies and so full of fun and body confidence. .. then on the s ,0
714,not going to burst more data crying with joy,1
715, no sign of Garry Barlow yet sad ,0
716,jyoustinbieber can you please follow me on daianeryoufato i've been trying for too long unhappy  i love you so much baby! xx (April 20,0
717,in may go away happy,1
718,I hate people who steal my ideas,1
719,Nice! Some really nice stuff there! Mostly black dresses which i won't get away with for a June wedding though unhappy ,0
720,I want to be cuddled up having someone do that little back trace thing to put me to sleep unhappy ,0
721,I ordered car yesterday,0
722,guys this is really serious and i hope you don%27t judge me unhappy ,0
723,I'm slow unhappy  ,0
724,Me to self: don't buy that.Also me: but I'm a furry unhappy  ,0
725, comforting London fog.,1
726,Agreed! I feel like I've skipped too many css/design fundamentals. I'm spending the next couple of,1
727,I miss my boo so much unhappy ,0
728,Definitely my arms unhappy  .9,0
729,I prefer it to sharm - enjoy it happy  Gouna 20km away is also quite nice - honestly anywhere away from crazy cairo is,1
730,this guy got me into exo back in 2013. he was also my very first bias in kpop. to be honest i miss him so much. happy birthd,1
731,:D When mom is a bit tired,1
732,mannn,0
733,........Yeah sure happy,1
734,No stress Mariana,1
735,Gippy Grewal  will be online on Twitter at 3 PM,1
736,Chin up Leo crying  ,0
737, and have yourself a groovy Thursday!  happy.1,1
738,But I'm lonely. unhappy ,0
739,how much? i cant seem to deathmatch you unhappy ,0
740, can't believe he will be year for next year unhappy  We're becoming old HAHAHAH :v,0
741,Thanks for the recent follow Happy to connect happy  have a great Thursday. Get it,1
742,good,1
743,unhappy  every time laughing my ass off,0
744,Oh that feel when you have 10 gems :D,1
745,I won't. if i do it's probably for phil but he hasn't seen me yet unhappy ,0
746,I hope it was great ,0
747,RT: almightyTANNER: good evening everyone happy  join our twitter party tonight. official tagline:TANNER WelcomeB,1
748,oh,0
749,Stats for the week have arrived. 1 new follower and NO unfollowers happy  via,1
750,you know that the problem still exist :D,1
751,Also please send prayers and sympathy because my favorite ball dress doesn't fit my boobs crying  ,0
752,Wow! My friend Dara shared this from her hubby!!! He looks TERRIFIC. :)Order YOURS here -,1
753,Does anybody know if the Rand's likely to fall against the dollar? I got some money  I need to change into R but it keeps getting stronger unhappy ,0
754,Mummy,1
755, get a dog. :D,1
756,unhappy  they look dead,0
757,Share the love: thanks for being top new followers this week happy  Want it,1
758,Her back unhappy  ,0
759,Playoffs rematch complete!  Feels good going to worlds again :D,1
760,4/20 today,0
761,Not yet! Maybe this year happy,1
762,Seokjinie went to Everland today~ I guess he forgot that he's an idol,1
763,not applicablengarag not applicable this unhappy  ill find more wonu pictures soon alxmdkcsnx ,0
764,LEGO_Group: LegoThursdays JokerSquad_SWG LEGOLANDWindsor Sounds like you had lots of fun! happy,1
765,Nope unhappy ,0
766,I have tested all sweet dishes but they are not as sweet as my lovers lips :)MARVOREE MagpasikatOnShowtime,1
767,Bantay? unhappy ,0
768,no i don%27t :)),1
769,We have a few breweries in the UK too.... smile,1
770,My new video for happy  I hope you like ithappy,1
771,Her back unhappy  .2,0
772,Thank you so much smile,1
773,Yeah did update to 16.04 ,0
774, it just proves me wrong in a matter of days happy  fuck my life happy )),1
775,Delma Hanville It's official we are connected on Twitter! Thank you for the follow. Please don't ever Let It Go! happy,1
776, rocks. next question - where is my astro unhappy  ?,0
777, that might have cost you $3 a month!!!!   happy,1
778,This is great happy,1
779,Only laksa can make me okaay now crying with joy  I need laksa,1
780,Happy birthday,1
781,$ES_F $SPY  Bulls are just relentless  happy   Some setups I like today,1
782,They stopped having them when they got rid of the toy surprises at the bottom unhappy ,0
783,Am away next Thursday unhappy  the one after!,0
784,made dinner for two tonight happy.1,1
785,Never want to finish desperate housewives what will I do with my life unhappy ,0
786,Seems you like my black lingerie picture then happy,1
787,Rip tes 100k experience  crying ,0
788,keep loving Deepika ,1
789,Goodevening happy,1
790,Koalas are dying of thirst  and it's all because of us unhappy  .3,0
791,I keep waking up in the middle of the night sick as shit. unhappy ,0
792,I'm all fucked up right now unhappy ,0
793,Its hard to see your best friend with another girl happy,1
794,please answer request.  unhappy ,0
795, new job starts in to  weeks! :D,1
796,easter has flown unhappy  I'm not ready to give up home luxuries like branded cereal,0
797,NOOOO in here is 6.45 ;_; I have classes at that time unhappy ,0
798,younhappy  I'll keep it jyoust for you,0
799,Nice,1
800, Damn... this just Sucks! unhappy ,0
801,you're a kabute unhappy ,0
802, if i get 900 retweets and 900 likes. help me :(un,0
803,it can't be over unhappy ,0
804,mane has been amazing unhappy .1,0
805, give it a Like happy  it's all about choice! :D,1
806,Share the love you're top engaged community members this week! Much Appreciated happy,1
807,We're ready for our next fire lighting session at - we have a few keen early birds here already smile,1
808,This never happened with our happy.1,1
809, and still not being rich - try getting a life,1
810,what a great thing to be sad about unhappy ,0
811,ill be at work just a second come on unhappy ,0
812,Share the love - High Value Members of this week happy,1
813,Made my day! Great story happy,1
814,Dude,1
815,Thanks for the recent follow Happy to connect happy  have a great Thursday. (Want this?,1
816,Late nights ,0
817,Kiera's Quest: Awakenings (Kiera's Quest  Book 1),1
818,mutual: let's talk more!me: for sure!mutual:  happy  me:.6,1
819,I only just absorbed that I'm not going to get to laugh when he gets 2000 votes. unhappy  .3,0
820,Thanks for the recent follow Happy to connect happy  have a great Thursday..12,1
821,your birthday isn't for another for hours for me,1
822, maybe coffee is not for you unhappy ,0
823,Whaaattt ,0
824,- top engaged members this week happy,1
825,i cant find my striped shirt unhappy  so instant message wearing the one that says what is your favorite thing? with lucas in the middle,0
826,uss,1
827,hey.1,1
828,When will 2NE1 reunite unhappy ,0
829,i hate park jisung so much sad ,0
830,I'm not lost,1
831,That's kaki no tane and it's amazing! Foyound a place here in Germany where you can import it! :D,1
832,Yes! With subtitles only happy,1
833, didn't get a chance to say hi unhappy ,0
834,25x25? I can go first happy,1
835,Thanks for the retweets this week. Much appreciated happy   Want this,1
836,We don%27t spam him in any way,1
837,most painful thing ever is having feelings for someone you can't be with .. unhappy ,0
838,Your generous support is an integral part of my  happy  Thank you for the like!!,1
839,U GUYS ARE NOT NOTICING ME unhappy ,0
840,well..human. That's all i,1
841,did ate jenna just blocked me or what? unhappy ,0
842,The new Twitter reply view has me confused... like do I capitalise my replies to people or not? unhappy ,0
843, assumes Im outsider because of my ,0
844,I miss quacktopia! unhappy ,0
845,it's that A*dy guy from pop Asia and then the translator so they'll probs go with them around Aus unhappy ,0
846,Superstar thanks so much for the kind words! Look forward to seeing you soon buddy smile.1,1
847,I just watched this kid from produce 101 who performed Chewing Gum omoo poor kid bless his soul unhappy ,0
848,Super unhappy ,0
849,Just win at weekend and it will be a late gift,1
850,wish i had someone to  cuddle me right now unhappy ,0
851,Thanks for up-voting us on PH happy,1
852,RT: good evening everyone happy  join our twitter party tonight. official tagline:TANNER WelcomeBackPH TMI,1
853,and they'll brush it off lng telling others not applicable not applicableg-iinot applicablerte lng sila and that other had it worse than them. unhappy ,0
854,With the help of made these sent starters for P1Q3. Open to suggestions on how to improve happy,1
855,Earlier happy,1
856,mayes unhappy  .g,0
857,for every like ill post an answer smile,1
858,going to go meet andrew for lunch now but i'll be back at to  or to :30,1
859,Theres only one thing I want to change about you . Your Last Name happy  ALDUBOnly,1
860,Helloo :D car fox  (ror925),1
861,Hey.1,1
862,happy birthday ! happy  hope you have a good one,1
863,.Thanks so much for the RT,1
864,you still syoure ? :D,1
865,Me too sweetie I know how you feel unhappy ,0
866,Maybe? Definitely! happy  Also,1
867,Sorry for no stream yesterday,0
868,it's only been a few days since their promotion ended but i'm already missing her so much unhappy  .1,0
869,i don%27t know doesnt seem fair to me..two against one happy,1
870,Koalas are dying of thirst  and it's all because of us unhappy  .2,0
871,last kiss unhappy  ,0
872, Order what ever you want to eat through our website.May you all have a great day happy.3,1
873,Canberra is a land-locked capital. unhappy  ,0
874,Feeling so shit today unhappy ,0
875,I hit that,1
876,Baaaper unhappy  ,0
877,Uncheck new arrivals happy,1
878, before I think of them :)KISSES TheFashionIcon,1
879,this is damn.... theres people who sincerely want to attend BH birthday party but bcs of those people who try for fun make them ca.5,0
880,Nice gif happy,1
881,oh shiiiiid noooooor unhappy  ,0
882, DM us happy  S,1
883,big love for Anne cox happy,1
884,Here's one of my rolls of 'Poundland' film! (A store that sells all products at 140.) And here's the DX d,1
885,I feel that way about life and is what gets me through everyday in a positive mood! happy,1
886,only way to make sense of those crazy edge cases is the idea of sharing revenue was offensive,1
887,it's not cassandra cain. unhappy  not sure i want to watch batbuffy. batwoman would have been more interesting. ,0
888, this looks awesome! Id love to see a VN like this :D,1
889,Petronas blue/green isnt that far away from Billy Monger blue/green.  Just a thought happy,1
890,Louis_Tomlinson follow me please? unhappy ,0
891,Do you want me to follow you back? If you do this tweet and I will. happy  only,1
892,base unver ajalah MINAHAES unhappy ,0
893,this is jimin to yoongi unhappy  .1,0
894,Hellooo happy  Xbox adHatter (XboxMadHatter),1
895,I'm scared unhappy  I mean. Why the heck did I decide to do laundry at 7:30 pm? What is wrong with me. Did I mention how dark it is. FML,0
896,Rose come to him! He's really your enthusiast :-D using SO MUCH not SO MAY!  :-)~~~,1
897,When your online crush comes to the meet-up without their Snapchat filter unhappy  .3,0
898,I suddenly miss you ate unhappy ,0
899,I have to wake up at 4:30 tomorrow so my body's gotten a head start by waking up at 4:30 every day this week unhappy ,0
900,When Jongin asked each members whether they have eaten and felt so wronged because they ate without him unhappy  ,0
901,I was actually looking forward to seeing if your theory around his personal vote was correct unhappy ,0
902, the new one just seems a bit unstable unhappy ,0
903,Looks awesome Annette,0
904,Your body hears everything your mind says. Be kind,1
905,Just photoblogged! happy  Re-using old locations,1
906,mata_tytan: almightyTANNER: good evening everyone happy  join our twitter party tonight. official tagline:TANN,1
907, much appreciated happy  Want it,1
908,we were classmates for alvarez but i don't really see you around school anymore unhappy ,0
909,  3 3 3 please unhappy  ,0
910,Enter to win 1 of to  boxes of highly anticipated books! 6 books in each box! Open INT happy,1
911,Lets hope a VIP does this good deed. I want to watch this too . They shouldn't have done thi ,0
912,Funny happy,1
913, but I can't make it unhappy  Thanks for the heads up though. Please take photos!,0
914,unhappy  We're sorry your pizza arrived with mushrooms despite your request. Could you please get in touch vi ,0
915,.the person who chose shut the fuck up: unhappy ,0
916,I'm just really soft spoken unhappy ,0
917, i don%27t know if you saw my comment yet,0
918,imagine if he wins next time too unhappy  unhappy ,0
919, but Genix deserves so much more than Myth! Open your Eyes The Community want,1
920,Thanks for the recent follow Happy to connect happy  have a great Thursday.  Want this.1,1
921,Ministers of PMLN are happy like those students who never studied for exams  luckily exams got delayed. They'll still ha.2,1
922, the girl in front of me was ,0
923,I've been given a Custom Console Bundle to giveaway! happy  this tweet  be following me to enter! Ends,1
924,Goals of 2017: Become apart of with and Lose 50 LBSStart Youtube happy,1
925,No girl unhappy  that's why. Wa ropiwa 1. Sandton is unnecessarily expensive2. Try salons in Braam.,0
926,Am bored and kandowiandg I have ando plaands for today is makiandg me eveand more bored unhappy ,0
927,jungkook looks like he gives the biggest and warmest hugs unhappy  .1,0
928,there we go again smile,1
929, she might have dressed a bit better.,1
930,Well,1
931,When can you notice me.  unhappy  what?  ,0
932,poor baby unhappy  I hate people ,0
933,My area's not on the list unhappy  think I'll go LibDems anyway,0
934,i think instant message meant to stay single and fix people's relationships my entire life smile,1
935,Mythbuster/20 happy,1
936,always running out of space on my phone,1
937,I don't want to adult today.. it's my birthday unhappy ,0
938,Hi Han,1
939,Omg I'm sad to say that I actually don't remember this! unhappy  when did this happen??,0
940,Thanks much appreciated happy  The magic of,1
941,I miss you unhappy ,0
942,Who got to pen today man crying ,0
943,It's hard to imagine anyone but Robin unhappy  but still exciting nonetheless,0
944,Thanks for connecting We are passionate about  - hope you like our tweets happy.1,1
945,i miss hoseok unhappy  ,0
946, beautiful set ,1
947, have a great Thursday! Looking forward to reading your tweets happy   Want this,1
948,That sucks unhappy ,0
949,Cleantha ,0
950, keep smiling happy,1
951, fitness,1
952, this worked out beautifully. If you redesign the import page to suit the whole application would mak,1
953,=Thumbnail UHC= This is my best render ever :Dand Favs are appreciated brosOpinios ?,1
954,Look like somethings i will ignore xD Kart Racing when? unhappy ,0
955,Did you go all the way to Keem? Have you been up Minaun? That's a good one if you are into extreme driving today smile,1
956, ha  unhappy ,0
957,noOoooooo YOU GONNA MISS THE BUFFET unhappy  TAKE CARE AIN!!!!!!!!!!!!!!!!! ,0
958,Physics will have 80 formulas to memorize Ha.ha.ha happy,1
959,I love laying in a meadow of flowers listening to Mellow's music ...a great way to relax smile,1
960, we just reply to his tweets?? Like all his other followers do.....This is pointless,1
961,i really really need them right now unhappy ,0
962,apr. 26th beach house! dinner+music+ party with oldies goldies happy  buffet / BBQ 40TLbeer-  wein10TL raki12.5TL h,1
963,HOLY SHIT! 40 pages script of the opening scene of Man Of Steel on Krypton got compressed.I wish I could at least,0
964,Does not matter,1
965,I'm trying to stay positive but I can't help be jealous of princess Mia's life. All she does is cuddle and eat unhappy ,0
966,I need Cue something that would make me smile....I'll be waiting...:( ,0
967,Hope he's ok,0
968, but customs mean we can't send food abroad unhappy  We do hope your other Birthday dreams come true,0
969, I love you  have fun with your friends ,0
970,Younger. Softer. crying with joy,1
971,Definitely my arms unhappy  .7,0
972,So excited for ball to start smile    my baby is in minor B and I absolutely love watching them play,1
973,this is jimin to yoongi unhappy  .6,0
974,I dedicate this song to,1
975,WUUT SERIOUSLY? ,0
976,Yes,1
977,Definitely my arms unhappy  .3,0
978,Would really like it if the coandsole versioands and got the update to makr it like the Steam versioand. =(,0
979,I miss Big brother unhappy ,0
980, getting 70k,1
981, love happy,1
982,If you're an aspiring developer in or near Krakw this is an excellent opportunity. They even pay their interns happy,1
983,Just please look at how scared and full of tence lauren's face is after tryin reaching camila's hand,0
984,Thank you crew happy,1
985,Said it yesterday... happy,1
986,Wow i just made a JS compressor that actually checks scoped variables existing. Turns out i have a few issues happy  Linters may be useful happy,1
987,Punishment time for JB's team! unhappy  ,0
988,here are some very happy boys to brighten up your day happy,1
989,Well that's my weekend viewing plans changed! unhappy ,0
990,Retweet if you are with us? Kaway kaway family :)MCLISSE StarMusicIfWeFallinLove,1
991,Appreciate your recent retweets Have a great Thursday happy,1
992,thanks for the recent follow. Much appreciated happy  Get it.1,1
993,Thanks for the recent follow Happy to connect happy  have a great Thursday. (Want this? It's FREE!,1
994,Never known how hard it is until last to  days how to resist temptation to enter politics debates on social media happy  stood firm so far,1
995,Awesome recommendation Jess! Listened to the,1
996, papa bird? I hope year oldu don't mind? Because I want to stay with year old,1
997, Shes fine :)KISSES TheFashionIcon,1
998,LADIES!  - tell me why yoyoyou don't play golf. What wyoyoyoud make yoyoyou want to play? Top 3 reasons yoyoyou DO play? heyjyoyoyoude66info,1
999,YG should have sent them to MCD. I want to see them holding the trophy unhappy  anyways .7,0
1000,HAPPY BDAY MIDAWGDARNIZLLE  i love you a long time happy  thanks for being my best friend forever and attempting to travel on the road,1
1001,babies unhappy  ,0
1002,what happened unhappy ,0
1003,Stats for the day have arrived. 1 new follower and NO unfollowers happy  via,1
1004,this is damn.... theres people who sincerely want to attend BH birthday party but bcs of those people who try for fun make them ca.4,0
1005,That would be a great trick happy.2,1
1006,Thanks for the recent follow Happy to connect happy  have a great Thursday..4,1
1007,exactly same in was thinking.. unhappy  ,0
1008,Thanks for the recent follow Happy to connect happy  have a great Thursday..19,1
1009,THIS RIGHT HERE.aren't you happy you don't have [x]???NO. BECAUSE I'M STILL HERE IN THIS 'CONDITION' WITH NO I,1
1010,This is great to hear Joanna! happy  We're so pleased you've had a good experience.,1
1011,yes jenniessi? ,0
1012, if I can't fix it soon I'll have to delay them until tomorrow unhappy ,0
1013,keep being you,1
1014,how to be you piss off crying  3,0
1015,KissWard tagline:tweet with us Pans :)NoOneCanSTOP KissWard,1
1016,.Thanks happy,1
1017,Get your Own Rover :Dthey are Double Sided! check it out shipping: worldwide!,1
1018,i can't continue this right now because the lighting is shitty as f i swear sorry sad ,0
1019,Did you notice? There is no killings of RSS / BJP workers in another Southern State? CM is dismantling Xtian infra in Munnar?,1
1020,Very sad unhappy ,0
1021,Totoo po? Waaahhh may heart!!! Heart everywhere happy  love it,1
1022,Stats for the day have arrived. 1 new follower and NO unfollowers happy  via.3,1
1023,I got TH will add sim ant as a possible thanks happy,1
1024,yeah unhappy ,0
1025, I always know when it come but have no fucking clue how it goes unhappy  ,0
1026,soph please don%27t win again unhappy   jk.. good luck i think you will draw a good poster,0
1027,Sorry piss off /3 unhappy ,0
1028, and mag refer kana rin sakanila nice game,1
1029,Youngjae looked so sad in the video unhappy ,0
1030,That would be a great trick happy.1,1
1031,i will do happy,1
1032,There're time we shcj do/did something that dissapointed ot6,1
1033,no I'm waiting for jail break happy,1
1034,Thank you so much sir happy  please watch the film and call me happy,1
1035,Kante why do broke girls love exposing broke niggars so much? Where's the team spirit? unhappy ,0
1036,The Bank Job,1
1037,The road and traffic signs section of theory revision is such a myth unhappy ,0
1038,we left it all unspoken,0
1039,there's always shit like this. there's always people who are less deserving getting tickets,0
1040,Shut up,1
1041,Why do people on the internet have to be such asses annoyance  Here's some positivity for you. I love your art!!! :D It's so pretty!!,1
1042,realized i havent eaten rice maghapon because i finished 3 packs of spicy seafood noodles + to  extra big chilimansi :(acid attack right now,0
1043,Thank you! happy,1
1044, Bram Stoker. Can't wait to show you in bronze soon. happy,1
1045,right i don%27t see how people can just do shit like this ,0
1046,Maybe not a band but we can definitely collab! Hi my name is Philip  happy,1
1047, Jamie. Passion + perseverance equals  two of the not-so-secret ingredients in the secret sauce of success happy,1
1048,enjoy smile  h.e.r.,1
1049,Les videre happy,1
1050, the other half of the time it crashes unhappy  It's embarassing when I' ,0
1051,why are your campervan tickets so expensive? unhappy ,0
1052, this isn't,1
1053,Back at it again with the matemticas unhappy ,0
1054,Hey thanks for being top new followers this week! Much appreciated happy.3,1
1055,sorry unhappy  i just need sex for the time being,0
1056,Trying to get in touch with but their numbers appear to be down! unhappy ,0
1057,my heart unhappy  ,0
1058,where are you now? happy,1
1059,She loved Beth so much unhappy ,0
1060,Yep I'm going back to school to become an editor hopefully. Can't wait! Your sister really believes in my skills happy,1
1061,Excited about event next week in Bangalore!  come happy,1
1062,will there be a new amazingphil video today? happy,1
1063,Thanks for the great review! smile,1
1064,i really feel for that lamp unhappy ,0
1065,oh my god unhappy  next time mishutuuu,0
1066,Wow,1
1067,Morning. Coffee time happy,1
1068,All my irls are coming at me because I meet the boys too much and I don't deserve any of it unhappy ,0
1069, that fall was a mess unhappy ,0
1070,Thanks happy,1
1071,Wtf?! Where's the What is this boring show that's on?! When did this happen?? This is what happens when I close all week. unhappy ,0
1072,Teaser coming out today at 4pm!Story.1,1
1073,Thanks for the recent follow Happy to connect happy  have a great Thursday. Want this,1
1074,Thanks for the recent follow Happy to connect happy  have a great Thursday. Want this.2,1
1075, oh no unhappy  Could you please tell me a little more about your issue? Im following if youd prefer to DM. Amanda,0
1076,talking to my over driver about where I'm goinghe said he'd love to go to New York too but since Trump it's probably not,0
1077, Hi,1
1078,Being a parent is very challenging. If we cannot control ourselves we'll give the worst output to the children In other word,0
1079, having no mobile signal sucks unhappy  What's the full postcode for where this is happening? We're keen to help SI,0
1080,more goodies spotted! :D,1
1081,Does anyone have a 7 adapter or 7 earbuds i can borrow for the day? Left mine in my car unhappy ,0
1082,Still live!,1
1083,:^) hello ,0
1084,Thanks for the recent follow Happy to connect happy  have a great Thursday.  Get FREE?.1,1
1085,come to Miami sad  ,0
1086, let me know!  :-)(I'M A CHAMPION!!!!!)Elder Lenore A. ArtisMinistries...,1
1087, my dog who my family have had for 18 years is being put down tomorrow unhappy ,0
1088,fun and funny.... this book will warn up your kindle at night happy,1
1089,Exaseetly what's happening in TN Politisees. This is not to get BJP at all to TN. Game is different. Again.1,1
1090,What we did after the climax shot happy,1
1091,Looking forward to this. Come out to see us! Our booth is going to be right in the center of the field. happy,1
1092,Becoz if we will depend on your promoting its waste of hardwork to all team who ,0
1093,she is! HAHA but I wanted to look like v unhappy ,0
1094,you know what i think? you look exceptional for a new Mum,1
1095,Thanks for the recent follow Happy to connect happy  have a great Thursday..6,1
1096,It's only been 3 days and to  nights since mama went back to the province but I already miss her unhappy ,0
1097,We lost: at Jacksonville,0
1098,As Nani in lies unconscious,0
1099,A fish killer going to be pressed younhappy  I the hoe of today you were a  GOOD person ,0
1100,i love you but I can%27t be arsed i don%27t know why people keep saying it unhappy ,0
1101,And the website is down since long happy,1
1102,The most painful goodbyes are the onesthat are never said and never explained crying  unhappy  :/,0
