,Message,Target
3019,hates karma down. bakit kse nilagnat aq khpon?  http://plurk.com/p/wy4ju,1
3020," If I could, I`d send California sunshine your way.",1
3021, what 500m is in And more. Also in epaper. ,0
3022,Morning tweets <3 Sky and I are going to start this day off right with some shopping  Then off to the park.,1
3023,AHHHHHHHH!I can`t get miley to notice me......,0
3024, I saw that you were calling but cannot answer as I`m in the second hour of a phone convo with my mom and she won`t stop talking,0
3025, I have 30 minutes to go! Then a 3 day weekend leading up to my birthday on Tuesday. I have to work on my birthday.,0
3026,oh jeez.  i didn't even try taking a crack at it because i expected the build to be so bad,0
3027,Che no critiques. unhappy ,0
3028, but Today mtv does not allow us to vote,0
3029, and more. Also in epaper. .12,0
3030,In Tamil Nadu,1
3031,"3500 downloads for quickpwn 3.0b5 with cydia, Thanks for playing",1
3032,"_Smith they are very yummy, i`m eating one too!  BAGELS!",1
3033,gah! i just can`t get the hang of twitter   i must be more stupid than i thought! :/,1
3034, hope you enjoyed your holiday,1
3035,Two days in country victoria and my stress is gone! I think I left her there to fend for herself,0
3036,  The link doesn`t work,0
3037,"_andy Got it, thanks! I mean really, how rude.",0
3038,"_xo   dang it, so its not certain ? ? ? are you okay?",0
3039,"Sitting at the bonfire, hoping the skies will clears i can use my telescope.",0
3040, - nope,0
3041, LOL. Wow. That`s good.  Haha I still can`t believe it`s mother`s day.,0
3042,ROFL - me too.,1
3043, but the same look at epaper at special link. ,1
3044, Yes I think so unless it changed.  I sent u a happy mothers day text but u never responded back,0
3045,painting!,1
3046,Kyle is Cody`s wee bro!,0
3047,Watching John Edward Cross Country,1
3048," Yep, I actually do! =D hehe so.. hi Kathy~",1
3049,Ready for the trip. Not ready to leave my baby!!!!,0
3050, i`d seriously kill for a bath the now.  but we only have a shower cubicle. I miss bubble baths!,0
3051,"Having lunch with: Me, Myself and I  I haven`t eat alone in soo long, but oh well",0
3052,"at Office ready to work and waiting for Windows 7 Candidate Release - 5 May, 2009",1
3053, ????? ?????? ??? ?????? ?????? ???????? - ????????????? ??????? ?????? ???? ?????? ???????? ????,0
3054," bored now because i was talking to someone but now they`re busy with something else  just kinda a bummer, idk",1
3055,I'm on a road with no destination . I'm just driving with a hope to find some place I like and stay there,1
3056,Thanks for the recent follow Happy to connect happy  have a great Thursday. Want this,1
3057,What a glorious week. My best holiday ever I think. I so don`t want to go home in the morning,1
3058, I really wish I could,1
3059,National BitBucket Unfriending Day to save $2 smile,1
3060,Home now  phone with jason and it`s off to bed i go  good night and good night,1
3061,"So great to see Oin & Cynthia.  So happy.  Dinner was great, cute little place.  Too bad Oin got sick afterwards.",1
3062, know the names of who can possibly be next UP CM VIDEO: ,1
3063,Regimes changes. Bullying of police officers does not. ,0
3064,India's Jan 2017 rise 4.32% to $22.11bn -- but imports up 10.70%,0
3065,is thinking about a career change,1
3066,"Today was definitely a good day, had fun! Gunna try to get ahead on school now, so text me! <3",1
3067,Jealousy makes u into a different person ... I freakin hate being this way  gotta suck it up I guess,0
3068,I misses my bed  so sleepy!,1
3069,yeah! i made a drawing today and now im getting flooded with requests for portraits for people,1
3070, lol i know i wld like to get a reply from seann william scott but he dont reply  and hes one of my favourite actors,0
3071,() Would appear not  note to self...change perfume!  What to do now..Hmm do I get the tarot cards out or not??,1
3072,"GAWD, I`m so tired still! I have to move out of here into my new place by 5:30 PM, cause I work.  So stressed! #FB",1
3073,i wear a lot of white  http://tinyurl.com/dlbltg,0
3074,Getting the FAB portraits ready to upload today,1
3075,just started twittering,0
3076,back in wayland  its good to be home,0
3077, FUZE was giving away capes at Komen`s Race for the Cure today! And I`d always love a hug from you hun!,1
3078, If I got paid by the hour I could retire by now  do you have xBox live? I am thinking Rock Band,0
3079, TWEET 42,0
3080,  dude they renamed it to something no one will remember & find even harder 2 joke about. Its a myth  to keep u scared,0
3081,I came with a q: 'any recommended hairdresser? U r full and they suggested me to others  ' His ego talked and I`m in d line,1
3082,"I`m showing my age. Renewed my tags last week, went down $20. Got my insurance renewal email today, went down $100. I don`t wanna be old",0
3083,Im lonely werkin,0
3084,The new Lego Rock Band trailer looks pretty weird. They coulda done a better job making it  http://bit.ly/jCfk7,1
3085, Yeah  He was such a good..erm...entertainment ),1
3086, hence Jew on Jew. Not pretty. I`m sorry,0
3087,Who's that chair you're sitting in? Is this how I find out. Everyone knows now. You've shamed me in pu,0
3088,Fall out boy are in my year book. but only ,1
3089,Ouch Elena Eremina's foot slip,0
3090,I honestly hate what I have said to some ppl sometimes. sorry for makin an **** of myself to anyone.,0
3091,For first time in 3 decades,0
3092,nothing,0
3093,Ill catch you at the very last second,0
3094, I am surprised you haven`t fired  for announcing the whole world of they body they`d found 'Selfish',0
3095,_ i kinda hope she died in the fire cause i didnt like her but there was no sign of a body,1
3096, oh i hate it when that happens. i when i transfered universities i had a hell of a time transferring my credits! lost a few,0
3097,Sha and i are fcp/macbook pro buddies now.,1
3098,"If you are my other half - meet me in Groningen, please !!!",0
3099,  Awesome pics  Love them. btw Still Loving the Amajanese Takeover too!~,1
3100, yeah Tila is a little cutie and a little nutty but then so am i and my sweetheart she thinks she cute too,1
3101,"  I`m sorry. You`ll get there don`t worry, one day at a time.  We should `hang` when you`re done.",0
3102,"Finally started Twittering.... got to keep up... So downgrade from full colour, pictures etc. to simple small sized text messages....",0
3103, and so is an art form. ,1
3104,"oooh babies, i wanna hug you all",1
3105,Waiting for my turn on wii fit gym closed,1
3106,spending most of the weekend working.. that doesn`t even sound fun,1
3107, will they have your video available online?  I have been gone all morning and missed it   after waiting so long 4 it,0
3108,it's only been a few days since their promotion ended but i'm already missing her so much unhappy  ,0
3109,"DW, that was funny",0
3110,i miss hoseok unhappy  ,0
3111,I`m siiiiiickkk  I dun feel good!!,1
3112, focus on MSME,1
3113,I killed my dill plant again. Why does this happen with dill? It is doing great then suddenly it`s dead. http://tinyurl.com/mlh4f5,1
3114,ED finds leader Chhagan Bhujbal's connection with shell companies after conducting raids in and ,0
3115, oh I know. and I aprreciate it  it can be my back up plan,0
3116," I`m not really sure bout that. Maybe  You could.. Idk, I`ve never bought anything from it",0
3117,515 SUBSCRIBERS!!!! :DTHE CONTINUES!,0
3118,_N9ne I`m not having a good day,0
3119, now vickyt is losing to demi AND miley,1
3120,Can`t sleep bc I know I have to be up early !,0
3121,Thanks brother ,1
3122, i know  i was listenin to bad habit earlier and i started freakin at his part =[,0
3123,ALO is so sad and quiet and empty tonight,0
3124,morning happy,1
3125,"Happy mothers day  ugh sick...school tomorrow  watched E!News, keeping up with the kardashians and dreamgirls",1
3126, you got sonic without me?,0
3127,Truly sad... My cheap little camcorder just shot craps.....,0
3128,Hangin out with some cool **** people.  http://short.to/8j3p,0
3129,just watched slumdog millionaire  its soo goood i love it :] but its sad!,0
3130,Calcutta HC sends case to CBI. ,1
3131,mann i had no idea hp a/c adapters were worth like eighty bucks  wine* it`s gonna be a while till i can use my lap top,1
3132,What am I doing? I`m sitting here wondering why I am twittering  Is anyone really listening??,1
3133," I know, me too.  I`m hoping since I got him sesame oil, which he loves, that he`ll let it slide. *fingers crossed*",0
3134,"**** ****, i didn`t mean to dall asleep again, it`s 9am, I wanted to be out by 9.30. Don`t know why I`m so tired,I wasn`t late last night",0
3135,Heading back home with a win!,1
3136,"twit, my way out of grad traffic.",0
3137,Garg rapped for post ,1
3138,Here`s almost 1 AM and I`m staying with my open window...otherwise I`d suffocate myself.  It`s way too warm! Ah ~ I so much miss rains !,1
3139,happy mother`s day,0
3140,staying at home. unpacking!!!! ****!,1
3141,yay im out but i have 2 ride home  have 2 take tha yellow limo..super ****,1
3142,"I should probally bring a box of kleenex to schoool today, I`m going to cry so much",0
3143, says isro official M Annadurai ,0
3144,  Lord Have Mercy ... TECHNOLOGY ! So much Tattos MON DIEU ï¿½ï¿½ a dï¿½ faire mal !,1
3145, jet lag must be soo annoyingg! im in uk timee  welcome to ukkkkk  are u coming to scotland at all  ? xxxx,0
3146,sorry unhappy  i just need sex for the time being,0
3147,Hi ho its off to work i go again,0
3148,rt if you hate me crying with joy,1
3149,http://skipall.com/8p.png  The come apart easy enough,1
3150,Happy muthath`s day to all moms!!! I salute you!,1
3151, What time are you coming up here? I don`t want to spend the day with mom,0
3152,Now _joe is trying to guilt me into coming to Alumni Weekend. I don`t think I can make that either this year. I suck a lot.,0
3153,Listening to nin and working on my break. ALMOST as good as being at the show.....  rock out extra hard ,1
3154,_howarth hehehehe I will keep silent now,1
3155, yes I am....I have r more hours to go,1
3156, end count  *hangs head lower*,1
3157," yeah I know what you mean, but the 1st season got me hooked and I HAVE to watch it now in case something BIG happens.",1
3158,"Chris Pine, Zachary Quinto, and Leonard NImoy on SNL tonight was quite possibly the most fun I`ve had geeking out in a long time.",0
3159,Very cool! happy  surrounds you for a full recovery.,1
3160," true true, I`m writing atm, trying 2 b coherent about the last 4 yrs&string narratives through it but my meats rotting nicely",1
3161, heading over to xbox  will go shopping 2morrow,1
3162," you don`t need my physical presence, you have my energy already!!!",0
3163, drugs during despite ,1
3164,Holy **** EMS stasher rain jacket you are my new best friend!,1
3165,"28deg C in here, all this tech in my room does have the major downside of a lot of heat, doesn`t help its hot outside 2",1
3166,"is locked out for the house! ****, thank god there`s internet...",0
3167, Exactly,0
3168, says SP leader Shivpal Yadav ,1
3169, Ur pic is gone,1
3170,Sat alone whilst jay plays on his phone,1
3171," I had to look at it 3 times before it sunk in, totally shocked by it  tbh.",0
3172, yup...they`ve stopped in hawaii for a few seasons already. are you talking about this season? hope they come back again,1
3173,had a lovely breakfast with mum...yummy pancakes,0
3174, arson on film sets,0
3175,The most painful goodbyes are the onesthat are never said and never explained crying  unhappy  :/,0
3176,i know im wrong .. just give me one more chance   sEnti .. :],1
3177,This week flew by.  Want to go see Up soooo badly this weekend!,0
3178,Ram Guha on how money and criminals got into in India. ,0
3179,Thanks for being top engaged community members this week happy  Want this,1
3180,"Going to an engagement party tommorrow night - it should be mine, but its NOT!  Stepping off the soapbox.",0
3181,if josie,1
3182,cooked chicken soup for the rainy weather,0
3183,#BGT should little Holly perform in tomorrow night`s final? Poor little mite looked terrified. So brave and fantastic voice but scared,1
3184," We welcome you, Taylor ) Although it`s raining :// Can`t wait for your concert  x",1
3185, delegate  I am now eating pate on toast a my wife is editing yesterday`s engagement shoot ;),1
3186,"Ha! Just noticed it`s Star Wars day! May the 4th be with you, always",0
3187, Ah brilliant! Thanks a bunch,1
3188,uss,1
3189, OMG and you have to do this when I`m at work and can`t listen,0
3190, confessions.1,0
3191,As races hots up,1
3192, YEYYYY MADDY IS FABULOUSSSSSS GOD BLESS HER,0
3193,Loong line for 7:00 trek. Started around 6. I`m trying to block the sun with my hand,0
3194,And I just love every little thing about you...,0
3195, thank you,0
3196, owner told me about it (as in article) smile,1
3197, home? where the heck are you? Ima be home so soon! iA!,0
3198,happy mothers day,1
3199,I miss my baby unhappy .1,0
3200,Sorry piss off /3 unhappy ,0
3201,Pierces like a bitch unhappy ,0
3202, but water pact remains elusive for India,1
3203,Up and washed  I`m clothing myself as I type xD WOOOO,0
3204,It's been a year haha unhappy ,0
3205, yeeaaahh! even though i suck at twittering,0
3206,Record haul of booze,1
3207,Thanks again for notifying us! We have updated our add-on plans accordingly happy,1
3208, progress or the Great Leap backwards,1
3209,I think its cute my mom still waits up for me when I go out eventhoough I`ve spent 2 yrs out of the house. <3 my mama,1
3210, me too,1
3211, Your hair is MY matt ball  <3,1
3212, i know. But you messed up silly,0
3213,So exhausted,0
3214, BTW I STILL can`t believe how Awesome the NEWJABBAKIDZ performance was...U in the masks..I screamed at my pc,1
3215,eating kfc fries!,1
3216,9:30pm and this grandma is going to sleep.  20ish Mother`s Day reservations tomorrow...,0
3217, i think i could wear you out,0
3218, oh mannn i`m gonna be there tomorroww,0
3219, i am so upset i didn`t get tickets... 3 of my all time FAV artists at one venue,0
3220,_Fenton i didnt even finish cleaning my room cuz i went to a party ahhhh  ITS STILL MESSY,0
3221, thanks,1
3222,Post-show blues are hitting hard. unhappy ,0
3223, Hey! Is it going to be viewable in the UK this time?  It broke my heart when I couldn`t play the last one  haha.,1
3224,Koalas are dying of thirst  and it's all because of us unhappy  .12,0
3225,Totaly smell like camp fire now lol its gross to feel the dirtiness but the smell seem to just relax me  i wonder why:S,1
3226, wont work!  and it keeps disconecting my pod.. :@ I officially hate it now.,0
3227,Is twubbing again,0
3228, Aren`t you suppossed to support the local economy ... LOL ... good for you and congrats,1
3229, love happy,1
3230,lao mein and spanikopita HAHA you would have to be here to know,1
3231,happy birthday crying with joy  yoyour so so cool and i hope yoyour day goes super good,1
3232," `discovered` you at the fray last night, nice music. then saw your vlogs. really, so whack.",0
3233, but in reality they're just patches of dusty dirt unhappy ,0
3234," the geek, the stepson and the live in nanny love BGT, me - can`t stand it!  Had to watch TV upstairs all alone!",0
3235,_prigg pah - she isn`t ready for it poor little mite,0
3236, hmmm; somewhat.. i would say more spontaneouz,1
3237,"Birthday was awesome!On video:my daughter opening last gift screaming in joy, 'My  Birthday Wish Came True !!'couldn`t have been better.",1
3238,Off to have a sumptuous Mexican meal!,0
3239, works on options to get backing on ,0
3240, Glad you like it!,1
3241,"_E u work hard Sally  Not sure i can muscle up the courage to go on my own, it will be hard without you laughing at my unco-ness",0
3242,"I`m very sad  Show do McFly nesse exato momento, e eu aqui...",0
3243,just had dinner with scoop and said goodbye before our senior trips,0
3244,my head hurts....,0
3245, I can`t belive you only have one episode to go  ****,0
3246,UK Parliament votes by 522 to 13 in favour of early national ,0
3247,Amit Roy on why and are looking for campus abroad. ,1
3248, it was just the handle tg,1
3249, and the dame computer decides to crash unhappy  now I... ,0
3250, don`t you need a server and someone who knows how to program to use Wordpress? Love to but my knowledge is limited right now,1
3251, to be sworn in as chief minister tomorrow. ,1
3252,i hate feeling like this about him  i need a break away from everyone... as soon as exams are over i`m defo off to portsmouth for a bit,0
3253,Miss simpatia: votem em mim!,0
3254," I`ve never done a Friday digest... today is an anomaly, usually my schedule on Fridays doesn`t leave time for it.",0
3255,"i didn`t have fun at the club tonight, had a lot on my mind",1
3256,I`ve brush my teeth but im eating Chocolates right now ha-ha just sharing,1
3257,Campfire and smores,1
3258," I tried sooooo hard to work from home today, but failed  Not my fault though.",1
3259,My hair dresser passed away yesterday from breast cancer  She was the greatest hair dresser I`d ever been to!,1
3260, Thanks for the movie review!,1
3261,I`ll be grand....,0
3262,Guess I should have called  See ya.,0
3263,"i want to go to bocum tottal to see lostalone, but have no passport  dam you poorness",0
3264,"#musicmonday Happy STAR WARS Day, celebrate by joining!  http://axe-tech.net/forums/...",1
3265,http://yfrog.com/0xoxij Fry bread is good but they only gave me a little pinch of lettuce  ha ha,0
3266,"OH NOES! My XBox 360 badge holder BROKE  in Bellevue, WA http://loopt.us/CjN5vA.t",1
3267, imagine if you really were lost and lost all contact with DT!  that`d be the saddest day of my life haha,1
3268, I went for the sweetheart.. Well see how things turn out..,0
3269, gutka,1
3270,Is going to school.  leave me stuff.,0
3271,"Is on her way to nottingham! ICOF tonight, then no more gigs umtil download. Fail",0
3272, I`ve given up on pizza - kids would never let me have my fav  (the hot ones),1
3273,is ONLiNE  http://plurk.com/p/stjdg,0
3274,"Ooh, new Bonkers is out tomorrow, nearly forgot about that",1
3275, why did you never buy bagels when i was tehre? i feel so unloved  haha,0
3276," Aw, that song makes me think of girl scouts.",0
3277,So much news on more Android based devices - especially on T-Mobile. I`m all giddy and can`t wait  (starts saving up) #android #tmobile,1
3278,Jealousy makes u into a different person ... I freakin hate being this way  gotta suck it up I guess,0
3279, I`m already a fan of hulu. Too bad there`s not a bigger Internet selection on netflix.  I thought that would be easier,0
3280,got alot of runnin around to do today to get this job app completed so they can have it on file... so glad i got this job!!,1
3281,I WANT LASAGNA TOOOOOOO.,0
3282,"my mouth is sore  I have to wear these stupid retainers so my teeth don`t go crooked!...in other news, I got a new swimsuit for laps!",1
3283,"_dubbs curse you, igloo dwellers!!",0
3284,My goal is to be in bed by 2am,0
3285," Hello Paul, nice to hear someone is listening  Some interesting thoughts from #Kaashoek #Unisys. Patel from Doculabs next !",1
3286," hmmm it`s middle of a zombie-making day @ work here, dunno if jazz would help",0
3287, i`ll be there tom promise! After our volley  when did they start? Wholeday? Or half?,1
3288,has bought more holiday clothes,0
3289," ooft what pub? I`m off 2moro, but I have a backlog of what people call work to finish. Doubt I`ll do it",1
3290,Going to CA in July,0
3291,    GRR! my stupid meebo is disconnecting me every 5 seconds,0
3292,i don`t wanna go back to school on monday,0
3293,"Tweeting to tweeple about my tweens, for tomorrow I am 30",1
3294, Hard-knock life.,0
3295,'I love knowledge. I love thinkin. Fressshman. Fressshman.' pellericious math song,0
3296,I miss my friend,0
3297,  sad face.,0
3298, Yay  I Feel Loved  By You And My 113 Creepy Followers.,1
3299," hehe, thanks! that had everyone in my class laughing too.",1
3300, 11 30s way early! anyway nigth night  love you!,0
3301,Second wind over - home time!,0
3302,  i love jeopardy ...take that!,1
3303,"My Pandora is hitten hard, why can`t real radio play great music like this",0
3304, but Genix deserves so much more than Myth! Open your Eyes The Community want,1
3305, Its WoW! effect  Thanks for the update.,0
3306,Do you ever catch yourself doing something really really nasty in public and have to play it off? I do,1
3307,"welcome to all new catvampees, enjoy the ride",1
3308, give-it-on-up-to-justinville  may i just say...your skits in snl were hilarious! lol,1
3309,_**** cheer up lizzi there will b another foh hero concert   but still i suppose we can b upset  xoxoxo,0
3310,Cheers :D,1
3311,Oh No!!!! I must be gettin old!!!! My mom use to watch this show....I miss her,0
3312,I thought you'll save me crying ,0
3313,_g: I`ve been sneezing and felt like a train-wreck for the last two weeks myself. But it`s not piggystuff.  So we`re good then.,1
3314,thank god for some overcast and ivory. Trying to get my mom to take me out to lunch egh doesnt look like its gonna work.,0
3315, so? sad,0
3316," yeah, i`ll take care of it tonight/tomorrow  just pay me on the night, easy",1
3317,March 20. Plus 15 days. Equals...,0
3318, I want an invite - sick of seeing all these links for people playing and being left out,1
3319, why do we need to wait another year for toy story 3?!,1
3320, Ugh,1
3321,FM to table today in ,1
3322,  miss you captain,0
3323,"This is very bad news...  BTW, now i started with some friends to make the jedi academy unleashed mod. It will be only SP and for PC!!!!",0
3324,  LOVE  YOU LOVE YOU LOVE YOU LOVE YOU! okay can you read what I am saying... LOVE U.,1
3325,is at home,0
3326,can`t wait for the 8th and the 13th.... its gonna be a loooong night!!,0
3327,Forgot how much i hate pizza delivery and manalapan and marlboro scum,1
3328," hehe  with milky white skin, dressed in silver spider`s silk, with a crown of snowflakes ...",0
3329, Sounds great ... wish i had the $ do buy some!,1
3330,"I`m very sad  Show do McFly nesse exato momento, e eu aqui...",0
3331, you are so freaking awesome Solange. Happy mother`s day. i wish i had a mom like you...sad. blah. but best wishes!,1
3332,welcome brother  happy,1
3333, since `05,0
3334,disappointed to know that I got the Silver Award. I want the GOLD award. I hate being second best.,0
3335,dont wanna work 11-830 tomorrow  but i get paid,0
3336,OH. I am just so tired.,0
3337,It went really well! But the vid didnt work.  im sad,0
3338, or you could really do someone damage by cutting in front of them in the star trek line.,0
3339, come over to my place for a cup of tea,0
3340,"watching a film, recovering from my operation",1
3341, Don`t ever turn off the part of your brain that talks ****! That`s where fun comes from,1
3342, Thank You I came on late so YES didn`t have a chance to hear it,0
3343,In this mandate,0
3344,"hm, what to do... a bit of work, a bit of fun ...",1
3345, I can`t go to the grocery store on an empty stomach. That`s trouble! I wanna see ur show but not sure ill get to  let u kno,1
3346, you gotta follow 'BOOBFEED' its incredible. They tweet 4-10 a day. With links to free breasts. Its my favorite tweeter,1
3347,good mornin  ? http://blip.fm/~5jryt,1
3348, WTF why can`t you come race with us?? ughh  where`s your road race at on sunday?,0
3349, Stephen's tests autonomy,1
3350,"final one, over. only one more and two pages of an essay left",1
3351,i ate too much ice cream and curly fries,1
3352,Nana got moved. No more funny old woman stories,0
3353, i miss bein 18,0
3354,Pfft- crying with joy  Oh.. I hope year oldu're okay,1
3355,Helloo :D Best damn avocado (Batsyy_),1
3356,getting ready to leave school on wednesday,1
3357,Did it just start to thunder out of nowhere??,0
3358,_k_mamma TY! Happy Mothers Day to you too! Love ya...Cel,1
3359, and more. Also in epaper. .47,1
3360,What got when it bred local pig with variety. ,0
3361,_nicolee haha..not quite as good a Super Ted!..but good none the less!  haha ****,1
3362,I cant afford life right now. Everything i want to do is too expensive,0
3363,chillin tonight (at least for now),0
3364,"ha ha ha I slept in again, three days in a row! must be a new personal best  today I`m going to attempt to finish my regluing my fans.",0
3365, Ooh that is good... will wait a little bit to see how the money/job situation goes but thanks for that,0
3366, it would be awesome.,1
3367,Cooking dinner!! Its already late!! am making Cabbage Molagootal for dinner!!,0
3368,Mel best hurry up back from asda i`m so hungry,0
3369, find out more and sign up at,1
3370,"Dear intertweet, plz 2 hack up a spotify plugin for Songbird. The SDK exists already. Just needs code",1
3371," merci, mon ami",0
3372,"Takes the 554 to Willoughby, St. Nelle, Glie, Old Oak Center, The Big Mall.  So many places to choose from....",1
3373,i hope this little beaand is andot overworkiandg himself and gettiandg at least some rest unhappy  ,0
3374,Done with the Missourian for the day. No call back from Sturtz...,1
3375, You look nothing like your Twitter avatar!,0
3376,"sickkk, it`s been two days since summer started and it suck already!",0
3377,Yeah! My sight reading was pretty good in high school.1,0
3378,Did you see this one? happy  Transitional Piece // Chiffon Dress,1
3379,last to  things i've bought from you no sweets unhappy ,0
3380,"Plane tickets to UK and everywhere to Europe are BEYOND cheap (for June-Oct!!), but there`s NO gig in the near future announced yet",1
3381," Your pic didn`t show up for me  Boo!!!! All the other pics on that site show up, but not yours",1
3382,Heading home  i love my boys,1
3383,Just thought about my hubby being deployed n now I got the blues  I need a stiff drink but I`m breastfeeding so no booze for me :/ Ugh!!,0
3384,Fixing openbox theme a little,0
3385,Governor asks Congress CM Okram Ibobi Singh to resign so that process of formation of next govt can be started.,0
3386,Wasabi is recovering from surgery  http://apps.facebook.com/dogbook/profile/view/6121231,1
3387,HC scraps plea against JNU norms. Seat cuts,1
3388,Flames of singe events at other colleges. ,0
3389,Hi Mr. Yen! Will you be doing any signings in New York some day? Your a great role model happy,1
3390, I should get out more often!,1
3391,noooooooo...another headache...hopefully not a migraine,0
3392," http://twitpic.com/4w9h2 better in person had to send u this, I feel like mouse from 'The American Tail' . Over in RI!",0
3393,my boyfriend mad cute unhappy ,0
3394,Truly sad... My cheap little camcorder just shot craps.....,0
3395,Pissed that my bluetooth headset`s battery out lasted my cell`s battery... Gg moto q.,1
3396,Why am i always taken for granted eversince unhappy ,0
3397,chillin with the neighbor,1
3398,7 arrested in attack probe. ,0
3399, ahhhhh....... i hate math!!!!!!! right now we r doing something so hard that we just learned today......  lol,0
3400,"Tired as hell...long **** weekend so far, chillin wit mi madre 2moro",1
3401,it makes me sad when people phones are sick,0
3402,"LOL! Made a huge mess of my school shirt, was using charcoal sticks in 2D art",0
3403,he said for real,0
3404,with gracie and dustin! sleepover!,1
3405,Glad to be home.  Punched out late today.  I am very tired.  Thank goodness I am off tonight.  Will make sure I do something fun today.,1
3406, I told you ... big head.,1
3407, Hi Erin I had a dm to send you but u r not following me so Twitted prevents me from doing so,0
3408,gen secy calls on Governor Ch Vidyasagar Rao,1
3409,Why am I having such a hard time falling asleep,0
3410,no internet in my pocket   edge network down in denver  *sob*,0
3411,Sixth spot not applicable Team! Higher pa! :)KISSES TheFashionIcon.3,1
3412,Rachel is going to have lunch at baixa. And has a lot of stuffs to do.... Wanna come ?,1
3413,It was the day of left-arm turners,0
3414, HAHAHA i only have the groundhog to play with,1
3415, Oh sure  I`M IN LOVE WITH THEM ?,0
3416, Jin was spotted at Everland today. Nice to see them having a break after the US tour happy,1
3417,": being today and all, WE`RE GONNA USE THE FORCE to make it happen!",1
3418,mothers day...love you madre   chels tonight. cant wait for her to see her present!,0
3419,http://twitpic.com/67i90 - My plans have been ruined,0
3420,just had a gym sesh.,0
3421, just have been away for 2 years: not playing sims but World of Warcraft,1
3422,Back from town and my Mac crashed on me  but it`s better now,0
3423,Going to a wake of a dear friend Marlito Sy tonight in Novaliches,0
3424, tete-a-tete with a former president,1
3425,Got the BrainBone daily question wrong!  - http://bit.ly/11dd2T,0
3426,per  dew claw = thumb nub,1
3427,"Client consult in Valley Ranch, then home to work some more",1
3428, awwww you got love foe me?  yup yup I got love for mr Sween all day everyday!,1
3429, U can play as ur avatar (1st person) *or* as his team member (3rd person). Battles implement real-time strategy. AoE style.,0
3430,"I meant to say that I have created my profile on twitter lol, I will begin twittering today  Thanx 4 all who showed up to Jay Bday Bash !",1
3431,How Modi won UP,1
3432,spent a few hours being a camera **** with palina,0
3433, There`s no pause button in the game of life.,0
3434, what about me,0
3435,"off to a place where i dream...maybe i ll see you there!?!   sweet dreams, all!",0
3436, Greenday are coming in December,0
3437,http://snipurl.com/hq0n1 Just printed my mom an Amazon gift card  for Happy Mothers Day talk about last minute.,0
3438,In gym doin it up in paddle ball!!!!   xo.,0
3439, i couldn`t be there for her last night cause i fell asleep like a retard.  agh.,0
3440, important person?  who?,1
3441, u never sent me carrie. ur an ****. but an **** that i miss,0
3442,Good morning from RSA Twitterverse!! Please send me some happy vibes & cheerfulness today I`m feeling a little sad,1
3443, well.. i dont have to do any resits... lol... so its MY last exam,1
3444,my baby`s off on his adventure. 14.5 hours in the car up to Lake Ann Mi. I admit it. I cried a little when the truck pulled out...,0
3445,missss my friends and plav  time for a long day of work hahah,0
3446, That`s beautiful! Thanks for sharing... My grandpa was recently diagnosed with Alzheimers too....,1
3447,an ultimatum is an ultimatum no matter how you dress it up.  and that sucks.,0
3448, Where`d that ? come from? No pup for now. But certainly in the near future. Maybe a beagle. It depends. I do muss my fatboy.,0
3449,Conference call with HP.  They gave me an invalid pass code so I can`t attend,0
3450,Shihaaaa help me on my bishie hunttt equals  ^ equals ),0
3451," Until  brings back our EVERYONE button, access PT @ http://twitter.com/public_timeline or link in bottom of Settings.",0
3452,Searching for a place where I can migrate.,0
3453, Why do I have to enter my registration details every time I update?,1
3454,Bihar CM cites siltation threat of barrages on National Waterway. ,1
3455, Awesome.  good luck with the kegging.  I need to get into that instead of bottling,1
3456,A to tackle less wheat,1
3457,  oh hiya phil am well ta hope u are too,1
3458,"Brian (cat) still hasn`t shown up...I feel sad and sick, I`m afraid he`s been eaten by something.    It doesn`t look  good",0
3459,omg why are the marshmellows in lucky charms so **** tiny now? i feel cheated.,1
3460,_H_99 LOL - Hiya - alls good  Ben has a superb day yesterday by the looks of it - well chuffed,1
3461,It`s such a romantic novel!! I cried in the end  Now I`m going to bed. I`m so tired.,0
3462," No, that`s not right - I remember now.  You were in a fearless tweet - we were both seen as fearless.",0
3463, what are you? flavor of the day?,0
3464," when I see all the moms` on twitter and their tweets, I know its gonna be worth ir",0
3465,Don't mention it! :D,1
3466,at hannah montana set.... im missing tennessee ALOT today,0
3467, jessiebear  i need to think of more names to call you..,1
3468,is suppose to be studying,0
3469,Loong line for 7:00 trek. Started around 6. I`m trying to block the sun with my hand,0
3470,http://twitpic.com/66sls -  and I just saw this monster dog in the park,1
3471,  I wish you could get back in yours!! I`m thinking only 16 hours a week out of the bubble would be okay?!,1
3472,Home finally. Hungry. needs food. mad cause I might not get pizza today  Hanging out with brandon. its raining.. ugh!!,0
3473,Goodevening happy,1
3474, good morning,1
3475,32- for the love of a daughter crying  ,0
3476,Here's BSP theory on why with 71% population voted BJP. ,1
3477,@_NyLana_ An! Happy Mother`s Day!,1
3478,cousin leon was born today,0
3479, and more. Also in epaper. .2,1
3480,_girl3 awww its your b day?!?!?! Ahhh have a party!!! lol and invite me,1
3481, heyy lol we are talking on david archuleta site as well lol  your funy lol,1
3482,I think it`s unfair I have to miss the sun  all places of work should be closed an writing essays should not be allowed when it`s sunny!,0
3483,  That`s alright. Add your egg and maybe some sort of leftover meat and it`s not so bad <3,1
