,Message,Target
905,Crap. Hailie won't be there. She has a school game and won't make it to Middleburg in time unhappy ,0
906,In other words they never missed articles happy,1
907,I feel so bad,0
908,In Bengal,1
909,5-judge constitution bench to sit in May to decide on pleas relating to aspects of triple 2/2,1
910,Shameful,0
911,Fans of see him as a future PM. ,1
912,Floor test for on Saturday. ,1
913,I am perfectly happy being single .. Until I see a happy couple :(KISSES TheFashionIcon,0
914,Definitely my arms unhappy  .5,0
915, I'll like her happy,1
916,I work so much better there unhappy ,0
917,Awww yeah :D,1
918,I miss you unhappy ,0
919,What 'slaps' on memorial mean. ,1
920, as long as she's cool,1
921,Muslim body lays down code of conduct during divorce,1
922,your system does not recognize spaces in last names so for 2nd time unable to check in  forced to wait in unnecessary lines unhappy ,0
923,i will do happy,1
924, I sincerely hope not too many priceless antiques were destroyed. Reg ,0
925,i always knew you woyould like this one better :D hahaha.,1
926,Thanks for your feedback! It' just the starting phase,1
927,Delhi airport drops after glitches,1
928, it would be awesome.,1
929,You had loads of toys. All I had was a Sweep hand puppet AND the bastard lost its squeak! unhappy ,0
930,India's Jan 2017 rise 4.32% to $22.11bn -- but imports up 10.70%,1
931,i want harry's phonecase sad ,0
932,YG should have sent them to MCD. I want to see them holding the trophy unhappy  anyways .10,0
933,In govt sets menu item limit on wedding ,1
934,Another day! Good morning!! It's April 20,1
935, and more. Also in epaper. .38,0
936,Ohh welcome to CLXSSlC chanyeol oppa! Or should I call you with richard? Kalau jadi sayang gimana? unhappy ,0
937,Sekhar Raha on letting go of the past,1
938,I suddenly miss you ate unhappy ,0
939,10 years,1
940,Thanks Lala.. Much needed happy,1
941, and so is an art form. ,1
942,Don kray denial of normal bi say ,0
943, to be sworn in as chief minister tomorrow. ,1
944,I MISSED YOU A WHOLE LOT unhappy  ,0
945, to  ask questions-- and get to spend 6 hours with cops (but no answers). ,1
946,RELATABLE unhappy ,0
947, I'll always be there. Love you happy,1
948,Thank you so much my friend smile  xx,1
949, says Manini Chatterjee. .1,1
950, went to work.Don't get too excited,1
951,Yesterday felt like friday unhappy ,0
952, demands Presidential rule ,1
953,this is damn.... theres people who sincerely want to attend BH birthday party but bcs of those people who try for fun make them ca.11,0
954,please talk to me about nct instant message lonely i need to fangirl once in a while okay crying ,0
955,In unofficial ban on dubbed movies is challenged by  ,1
956,Happy many days,1
957,Very cool! happy  surrounds you for a full recovery.,1
958,The Bank Job,1
959,Share the love: thanks for being top new followers this week happy.3,1
960,Hey thanks for being top new followers this week! Much appreciated happy  Want this ?,1
961,Despair at after research seats are slashed. ,1
962,and they'll brush it off lng telling others not applicable not applicableg-iinot applicablerte lng sila and that other had it worse than them. unhappy ,0
963,i cant find my striped shirt unhappy  so instant message wearing the one that says what is your favorite thing? with lucas in the middle,0
964,It's a very cute picture though :D,1
965,I miss my baby unhappy ,0
966, electile dysfunction,1
967,Thanks for the recent follow Happy to connect happy  have a great Thursday. Want this.2,1
968,Her back unhappy  ,0
969,Congress wins 77 seats in 117-member assembly,0
970,Thanks for the recent follow Happy to connect happy  have a great Thursday. Want it.1,1
971,Puzzle Pieces [64]rt and like for the next please :){20 rts,1
972,This mighty Albatross carried missile torpedoes,0
973, will be a blessing tomorrow happy  Keep your faith stirred up each day!,1
974,YG should have sent them to MCD. I want to see them holding the trophy unhappy  anyways .1,0
975,Happy 10th Wedding Anniversary Aishwarya Rai-Abhishek Bachchan happy,1
976,52 injured as Jabalpur-Delhi train derails near half train carries on after delay. ,1
977,mager unhappy ,0
978, but it wasn't lit at all unhappy ,0
979,Dr Kunal Sarkar on how cartels have been ripping off patients in ,1
980,because you are one happy,1
981,Supreme Court orders attachment of Rs 39,1
982,If you eat your steak well done please unfollow me happy,1
983,How boss quit,1
984,hungry unhappy  but no time to buy food,0
985,i'm still in my bedroom and scared of going out happy,1
986,Koalas are dying of thirst  and it's all because of us unhappy  .13,0
987, I hope it doesn't last too long and you at least get to enjoy the weekend. And happy birthday again happy,1
988, bench to appear before him. ,1
989,1st phase of assembly elections begins. 73 constituencies,1
990, have a great week!! happy,1
991,SONE who cant stream at Genie!You CAN stream for TY at Genie! We are still sharing some Genie IDs. If you want it.3,1
992,Indeed,1
993,If you're a CHAMPION,1
994,please answer request.  unhappy ,0
995, Gandhi  Champaran,1
996,Why you could meet a saltwater next time you are in the ,1
997,Foreign policy must be rooted in ethics,1
998,Home run !!!! And yes Charlie is at the game happy,1
999,I know  vearey moving. and TWISTY! And you aaree are,1
1000,After SC ban,1
1001,You may draw your conclusions from any deviation from that level either in the direction of therapy or prevention,1
1002,And GST is the brain child of our Modiji happy  Perfect!,1
1003,When will you notice me? unhappy ,0
1004,y'all want me to choke what'd I do? unhappy   ( ,0
1005,Mukul Kesavan on how  justifies even though it controls the machinery of the state. ,1
1006,Funny happy,1
1007,Hi Ashish! We tried to call your number but got no response unhappy  Please share another suitable time and an alternate.. cont1,0
1008,WHO in drive to check errors. ,1
1009,I can't draw naked women crying ,0
1010, and more. Also in the epaper. ,0
1011,I miss snsd. I miss my girls unhappy ,0
1012, new era of amity : h,0
1013,Raj Bhavan denies reports of calling any party to form the government.,1
1014,The biblical lectures are coming. More notification soon. Tomorrow,0
1015,thank you happy,1
1016,The most painful goodbyes are the onesthat are never said and never explained crying  unhappy  :/,0
1017,India using to tackle insurgents. ,1
1018,trashing others and having a possee behind you boosts your ego,0
1019,After the BJP is certain it can get away with anything,0
1020,Chidambaram on being in the Opposition,1
1021,aw younhappy  i miss you too ,0
1022, says Prasun Chaudhuri. .1,1
1023, instead of just money,1
1024,yoongi come back unhappy ,0
1025,Being a parent is very challenging. If we cannot control ourselves we'll give the worst output to the children In other word,0
1026,I hate people who steal my ideas,1
1027,First attempts of bird photography. :-)Passer domesticus. How surprising. wink,1
1028,Go back to school for music! I think I will in time happy,1
1029,Why will be a smooth affair for today ,0
1030,new video out today happy,1
1031,The oath taking of new UP CM  to take place at 5 pm on Sunday: Keshav Prasad Maurya ,0
1032,Pozuelo (formerly of Swans) and Suso (Liverpool now AC),0
1033,Hi Ishwar! That's not the experience we want you to have unhappy  We will call you  for more details and sort it out! - Roshan,0
1034,Thank you! happy,1
1035,After 65 years,1
1036,YG should have sent them to MCD. I want to see them holding the trophy unhappy  anyways .2,0
1037, says Manini Chatterjee. .4,1
1038, but won't ban ,1
1039,India's to go in 6 months. ,1
1040,Militant attack in Kashmir's Shopian district,1
1041,IM HUNGRY unhappy ,0
1042, is effective and his figures show that. ,0
1043,Top retweeters this week,1
1044,We've been selected among the top 20 Social Media blogs,1
1045,Cong to boycott PM in Parliament over raincoat remark; will coordinate with other parties,1
1046, have a great day today happy,1
1047,hawhaw crying  ,0
1048, please do commend him. H ,0
1049,walks; leaders bow before the 'Nayak'. My story  ,1
1050,Jem did the Dark Star Orianna splash with assistance from Alex! :D She's done lots of splash updates,1
1051,April 19 1906: Nobel Laureate Pierre Curie was run over by a horse-drawn wagon near the Pont Neuf,0
1052,Ah awesome! Pixel art stuff by any chance? happy,1
1053,Suspect in 2002 attack case in Calcutta arrested in Gaya: Bihar Police.,1
1054,scraps pension yojana. Cycle tracks may also be broken,1
1055,you guys are entertaining and insightful... and one of the reasons i have been really enjoying LPL a lot more this season :D,1
1056,Manini Chatterjee on why has failed to live up to its promise. ,1
1057,Can you PM me ? :D,1
1058, music and direction by of my favourites by,1
1059,dept crackdown on hoarders; issues 87 notices,1
1060, and killed ,1
1061,thanks for the recent follow. Much appreciated happy   Want this ?,1
1062,talking to my over driver about where I'm goinghe said he'd love to go to New York too but since Trump it's probably not.7,0
1063,give me my own AHN MINHYUK juseyoooo unhappy ,0
1064,Make them feel that you are there to listen to their problems,1
1065, orders sale of slice. ,1
1066,Stats for the day have arrived. 1 new follower and NO unfollowers happy  via.2,1
1067,SC to hear various petitions on the Constitutional legitimacy of today ,1
1068, if i get 900 retweets and 900 likes. help me :(un.2,0
1069,You nailed it!!!!! Brought tears to my eyes,1
1070,Hey thanks for being top High Value Members of last week,1
1071,clay and hannah   - they were so in love they deserved to be endgame unhappy  ,0
1072,What Jharkhand body has been doing to upgrade pitch for test. .1,1
1073, chicken; more pulses,1
1074,where ? happy,1
1075,and he gave me his pass so like i think a while is never unhappy ,0
1076,Protein from an Australian venom may help victims recover faster. ,1
1077,Well that's not good unhappy ,0
1078,Love your tweetability! We'd like to reach out to with an opportunity! Could you hit us with your email happy,1
1079,Enough! says Supreme Court and ends 38yr legal battle over project.  ,0
1080,As learns to follow rules,1
1081,Ma de tonight i don%27t really care crying with joy,1
1082,GO AWAY unhappy  ,0
1083, Bengal drafts Bill to check bills. ,1
1084,Appreciate your recent retweets Have a great Thursday happy,1
1085,Prabhat Patnaik on why has been a monumental ,1
1086, several injured as mobs storm polling booths; Low 3.3 % turnout till 11 am ,1
1087,My moms leaving today to go out of town and I already miss her unhappy ,0
1088,Even at $2.17m,1
1089,BIG STORY: African envoys slam Indian govt for not condemning Gr Noida attack enough; say no visible,1
1090,I love you so much Rui-chan smile  smile,1
1091, a menu for judges,1
1092,Go back to school for music! I think I will in time happy.2,1
1093,oh my god what the heck i'm so sorry! this was one of my favorites as well unhappy ,0
1094, minister,1
1095,Thanks for having me!! :D,1
1096,I've tried resetting everything,0
1097,:D When mom is a bit tired,1
1098, Hitches Ride For Final unhappy  ,0
1099,red velvet too unhappy  ,0
1100,When will 2NE1 reunite unhappy ,0
1101,Go back to school for music! I think I will in time happy.1,1
1102,I thought mountain dew in Australia had no caffeine and it was the little energy drink cans were caffeinated I will never sleep again unhappy ,0
1103,Spending my night talking to my beloved ???Perfect.I LOVE YOU MAN! happy,1
1104,LEGO_Group: LegoThursdays JokerSquad_SWG LEGOLANDWindsor Sounds like you had lots of fun! happy,1
1105,I face swapped a cat with a dog and it's really upsetting unhappy  .3,0
1106,Don't ask. Two special issues lined up. unhappy ,0
1107, Union will include railway budget. Today,1
1108, Modi in UP,1
1109,Thanks for the recent follow Happy to connect happy  have a great Thursday.  Want this ?,1
1110,Hi Han,1
1111,Thank you so much Willow! You helped me ring in the birthday with that amazing stream last night :D,1
1112,What to  men said when cops found carcass in car boot... ,1
1113,Man shouts at wife in family court. And walks out. ,1
1114,Thanks for the retweets this week. Much appreciated happy   Want this? It's FREE!,1
1115,On epic migration  campaign that ended its slaughter in pit stop. ,0
1116,never wanted cows to become  a burden on farmers,1
1117,Arrest of a conman and bribe charges against nephew churns politics. ,1
1118,And this tweet made me cry!! crying ,0
1119,India could gain from a partnership with in the says KP Nayar. ,1
1120,Hey thanks for being top new followers this week! Much appreciated happy.1,1
1121, Nitish is not stupid.  ,0
1122,Thanks for being top engaged community members this week happy  (Want this? It's FREE!,1
1123,After violence,1
1124,I'm so tired of pretending I'm not falling for you unhappy ,0
1125,Counting of votes for to Lok Sabha constituency begins.,1
1126,Whaaattt ,0
1127,YG should have sent them to MCD. I want to see them holding the trophy unhappy  anyways .9,0
1128,CBI books 12 leaders in case. ,1
1129, too hot,0
1130,Koalas are dying of thirst  and it's all because of us unhappy  .11,0
1131, they're like 90 calories per piece unhappy  ,0
1132,writes to TN Assembly Secretary for no-confidence motion against Speaker Dhanapal.,1
1133,Will you do before and after pictures? I always enjoy your swanky hair happy,1
1134,That would be a great trick happy.6,1
1135,happy birthday ! happy  hope you have a good one,1
1136, but how about yours? unhappy ,0
1137,Thanks for the recent follow Happy to connect happy  have a great Thursday..1,1
1138,Thanks much appreciated happy  The magic of,1
1139,We'd love to,0
1140, former captain Diana Edulji are others in panel to run ,1
1141, and more.  ,0
1142,apr. 26th beach house! dinner+music+ party with oldies goldies happy  buffet / BBQ 40TLbeer-  wein10TL raki12.5TL h,1
1143, DGP likely to take final call. ,1
1144,Note to self: Dont get to attached crying ,0
1145, Anne! happy,1
1146,Nope unhappy ,0
1147, 1 short of two-thirds majority.,1
1148, how childish of you Commando happy,1
1149, fest sans Pak voice,1
1150,Why no available in the U.K.? unhappy ,0
1151,How Rahul met HC gives to CBI,1
1152,don%27t be surprised if you see me cry today,0
1153,Good evening happy.1,1
1154, revisited,1
1155,7 in car crushed under tanker carrying molten tar. ,1
1156,In 7 Days: Kashmiri indignation,1
1157,- Thank you tons,0
1158,I face swapped a cat with a dog and it's really upsetting unhappy  ,0
1159,Then and now happy,1
1160, and more. Also in epaper. .29,0
1161,Centre overrides Bengal,1
1162,Great groove to this tune by and .. Thinking in Rewind,1
1163, U.S. judges reject travel ban ,1
1164,Thanks for the recent follow Happy to connect happy  have a great Thursday..29,1
1165,BSF dismisses Constable Tej Bahadur Yadav from service after a court of inquiry. Bad quality food allegations were base,1
1166,My mom knows the struggle of this drystreak I'm on unhappy  ,0
1167, beautiful set ,1
1168,Whew! Can't asses myself unhappy ,0
1169,Roc Boyz sad  ,0
1170,Crude 'architecture' is taking over the world's only city with for buildings by ,1
1171,Asses star in battle,1
1172,Supreme Court says final hearing of disputes case from July 11.,1
1173, Sita's birthplace,1
1174, a governor's letter is leaked,1
1175,Newly elected MLAs to meet in Lucknow on Mar 18. ,0
1176,Here's me being brutally respectable in a suit... enjoy happy  contrast so you appreciate mo,1
1177,Why commandos went ,1
1178,have you tried these new hacks?! **TRYING DUMB LIFE HACKS 17**,1
1179,My story on a 100-yr-old treasure from streetsmart Bengal (,1
1180,The iconoclasm of Carnatic exponent and how he is moving beyond the the artificial boundaries. ,1
1181, Calcutta's timekeepers,1
1182,Why no one suggested names of and for ICC meeting. ,1
1183, and more. Also in epaper. .5,0
1184,Play your part in raising funds for :,1
1185,Governor asks Shurhozelie Liezitsu to form government; swearing-in on Feb22.,1
1186,Amit Roy on why and are looking for campus abroad. ,1
1187, and still not being rich - try getting a life,1
1188, it may be open happy,1
1189,This never happened with our happy.1,1
1190, all! I'm Roy Dahildahil,1
1191,Puritans and critics be damned,1
1192, claims he has the masses. Who decides? ,1
1193,I cried so much,0
1194,i wasn't saying i read a book today.1,1
1195,Chief Minister bans paan masala,1
1196,on the way,0
1197,How TM Krishna took beyond fixed formats,0
1198,But I no have round ass crying  ,0
1199,HAPPY BIRTHDAY  To the cyoutest/fyounniest   a d you l t   I know :')Have a good day Coreo Boreo,1
1200,jawan Tej Bahadur Yadav,1
1201,Has just ordered a ban on all  ,1
1202,It was not your fault,0
1203, dynasties demonetised,1
1204,instant message still hoping unhappy  .1,0
1205,DU's Ramjas College cancels event after protests against invite for speakers. ,1
1206,I just wanted to say thank you for following me,1
1207,but... you use a purple flowercrown in your display picture unhappy ,0
1208,i really really need them right now unhappy ,0
1209, in fact. ,0
1210,But the dub is what I watch for Pokemon unhappy ,0
1211,thanks for the recent follow. Much appreciated happy,1
1212, two militants killed in encounter in that lasted nearly 12 hours.,1
1213,Veronice and Jughead! happy,1
1214,Members from camp meet Assembly Speaker P Dhanapal,1
1215,Morning,1
1216,KP Nayar on why,1
1217,.the person who chose shut the fuck up: unhappy ,0
1218,come to Miami sad  ,0
1219,Capt Amarinder Singh takes oath as 26th Chief Minister of Watch LIVE:  ,0
1220,Don't do that unhappy ,0
1221, have a blast okay. love you!,0
1222,jungkook looks like he gives the biggest and warmest hugs unhappy  ,0
1223, CM assures impartial probe ,1
1224,Or the station didn't check. happy  Surely some combination of 0xx-xxx-x938 or 0xx-9,1
1225,I miss quacktopia! unhappy ,0
1226, but the same look at epaper at special link. ,0
1227, caution on loan waivers,1
1228,Thanks for the recent follow Happy to connect happy  have a great Thursday. Want this.1,1
1229, and cowardice; season of buds and thorns,1
1230,Trying to get in touch with but their numbers appear to be down! unhappy ,0
1231,After surprise resignation by boss Manohar,1
1232,Yeah! My sight reading was pretty good in high school.1,0
1233,Have I told you lately that olive juice? :D,1
1234,unhappy  every time laughing my ass off,0
1235, life term for Prof Saibaba. And more. In epaper. ,0
1236, wifi,1
1237,RT: almightyTANNER: good evening everyone happy  join our twitter party tonight. official tagline:TANNER WelcomeB,1
1238,Never known how hard it is until last to  days how to resist temptation to enter politics debates on social media happy  stood firm so far,1
1239, but here's how you can be a part of this happy,1
1240,A huge thank you to all the within the Social Work  Care Sectors! Keep up the great work happy,1
1241,The tutorial of Michel Grundstein Distinguishing Information from Knowledge..  will start at 15pm. Be here happy,1
1242,babies unhappy  ,0
1243,they are real subs and here's the link for the video happy,1
1244,results LIVE: leads with 93 seats in offers resignation ,0
1245,Delhi worried over silence of on  ,1
1246,And that's what's important! happy  that's what I'm trying to remember.,1
1247,I really must go see Power Rangers again. smile,1
1248,Ohh yeah and we had sausage with our pancakes happy  x,1
1249,this is damn.... theres people who sincerely want to attend BH birthday party but bcs of those people who try for fun make them ca.16,0
1250,What industrialists did when asked them a question on ,1
1251,this is jimin to yoongi unhappy  .4,0
1252,Good luck Swampy happy,1
1253,India caps prices -- Rs7,1
1254, confessions.1,1
1255,UP CM bans paan,1
1256,HAPPY BDAY MIDAWGDARNIZLLE  i love you a long time happy  thanks for being my best friend forever and attempting to travel on the road,1
1257, papa bird? I hope year oldu don't mind? Because I want to stay with year old,1
1258, if I can't fix it soon I'll have to delay them until tomorrow unhappy ,0
1259,Russell my phone is just 10% is there a possibility or a chance that you would notice me? unhappy  ,0
1260,SAP did you also use,1
1261, my tum is still like that 20yrs on. happy,1
1262,I'm one year younger to  one year elder to in ,1
1263,Govt,1
1264,As BJP heads for landslide win in Samajwadis concede defeat but Mayawati wants fresh polls using paper votes. ,0
1265, Jamie. Passion + perseverance equals  two of the not-so-secret ingredients in the secret sauce of success happy,1
1266, and shopping directory,1
1267,NIA to take over encounter,1
1268,Rural planned in to counter azadi call.  ,1
1269,Work at 7 this morning unhappy ,0
1270, and more. Also in epaper. .9,0
1271,Koalas are dying of thirst  and it's all because of us unhappy  ,0
1272,I miss him unhappy  ,0
1273,U GUYS ARE NOT NOTICING ME unhappy ,0
1274,Thats grim unhappy ,0
1275,Thanks for being High Value Member  this week,1
1276,VK pays homage at Jaya's memorial; places a sealed cover,1
1277, and more. Also in epaper. .27,0
1278,PM reaches Parliament,1
1279,mutual: let's talk more!me: for sure!mutual:  happy  me:.1,1
1280,Thanks by has  notice of me Greetings : JossetteD'Hermanni,1
1281,Hi Guys,1
1282, estranged half-brother of leader Kim Jong Un,1
1283,The How and Why of (or,1
1284,Definitely my arms unhappy  .3,0
1285,now i don%27t want to go camp unhappy ,0
1286,Mettur legislator Semmalai joins CM camp.,1
1287,I would say quite a lot...but hey,1
1288,BJP leaders in the dock,1
1289, the People of are going back to a economy,1
1290,case: exempts Centre from filing status report before it on proceedings before the international tribunal.,1
1291,8 core sectors slow down to 1% in Feb 2017 against 9.4% in Feb 2016. ,1
1292,mutual: let's talk more!me: for sure!mutual:  happy  me:.9,1
1293,i love when people or message me w long messages about how beautiful they find joon like unhappy  yes i agree keep going,0
1294, instals nephew as proxy in ,1
1295,And you're right about McConnell as well. Unfortunately,0
1296, snaps,1
1297,BREAKING: to go ahead as scheduled,1
1298, says .3,1
1299,Passenger opens an chute of aircraft that was  taxiing at Mumbai airport; 1 injured.,1
1300,In a BJP govt with faces. ,1
1301,Hopefully it should be OK happy  Charts don't look too bad at moment but depends on tides  directions,1
1302,Why schools in Calcutta (and elsewhere) are stunned by imposition plan. ,1
1303, DM us happy  S.3,1
1304,not going to burst more data crying with joy,1
1305,Generation to generation,1
1306,are dying of thirst  and it's all because of us unhappy   ,0
1307,i tried fixing my choristers dress hem that came undone by taping it with fabric tape but i put it on wrong and its even more ruined unhappy ,0
1308,Centre moves against Supreme Court verdict lifting shield. ,1
1309,Suspect in attack nabbed in ,1
1310,Thanks for being top engaged community members this week happy  - I sent this with,1
1311,Mythbuster/20 happy,1
1312,I was thinking the same. Our i know is so cute happy,1
1313, marginal standing facility and Bank Rate at 6.75%.,1
1314,NOOOO in here is 6.45 ;_; I have classes at that time unhappy ,0
1315, but i can't,0
1316,It seems they cost abut 40k a year? I'm paying half that for my full education and don't get treat ,0
1317,Thank you happy,1
1318,AIADMK expels after Supreme Court ruling knocks out of CM race. ,1
1319,I was actually looking forward to seeing if your theory around his personal vote was correct unhappy ,0
1320,I considered asking where that came from. :D,1
1321,you got to rest,0
1322,BES RIP  ,0
1323,Court asks for report on fracas,1
1324,Bantay? unhappy ,0
1325,Peacefully sitting here reading my book after work,0
1326,India urges to talk to ,1
1327,Beetle done and joins Wall-E,1
1328,attacked in Five arrested,1
1329,oh yes happy,1
1330,i can't continue this right now because the lighting is shitty as f i swear sorry sad ,0
1331,Close shave for passengers of and planes at Delhi airport. ,1
1332,Beetle from grips litchi crop in ,1
1333,In setback for Trump,1
1334,And give one to every student and myswlf happy,1
1335,What did he say I'm at work unhappy  totally made my day though,0
1336,talking to my over driver about where I'm goinghe said he'd love to go to New York too but since Trump it's probably not.6,0
1337,In upright cop has his son arrested. ,1
1338, gets the crowds. ,1
1339,Thank you mama bear! Ang ganda mo happy,1
1340,Thanks for the recent follow Happy to connect happy  have a great Thursday.  Want this ?.4,1
1341,Koalas are dying of thirst  and it's all because of us unhappy  .10,0
1342,How became demonetised notes in ,1
1343,made dinner for two tonight happy,1
1344,We have moved from discretionary based administration to policy based administration: ,1
1345,I'm just really soft spoken unhappy ,0
1346,I am sad to report that the robins egg my mom found in the yard after a storm has been taken off life support. Poor thing is too frozen unhappy ,0
1347,my boyfriend mad cute unhappy ,0
1348,Now have to learn to live without that flashing red light. ,0
1349, a giraffe spurns its calf,1
1350, basketball etc theyre all restrict.Threw ,0
1351, says .10,1
1352,Does not matter,1
1353,How scientists saved orbiter from death by eclipse. ,1
1354,pake 3 unhappy ,0
1355,Right I seriously need a decent Butterfly Tattoo design,1
1356,PM and Australian PM at Temple ,1
1357,600 for drug eluting-- in crackdown on wild markups. ,0
1358,And this credit also goes to Ik happy,1
1359,so sorry I havent been checking my tweets unhappy  We are all here for you!,0
1360,oh my god not laurie penny unhappy ,0
1361,On courage,1
1362,Lage unhappy ,0
1363,HAPPY BIRTHDAY KATRIKA  I miss you though unhappy  miss having you in our group and all haih  anyway,0
1364,and he's still taking over a quarter of the billboard charts while x is,0
1365,I'll be attending cosmic latte on saturday and i'll give these out to selu shippers KASI SELU MONTH QAQO unhappy  ,0
1366,Your titties are fantastic. Kissy Kissy,1
1367, love happy,1
1368, 5.5% on Rs 50000-100000.,1
1369, when you have to do things like this happy,1
1370,I DON'T KNOW WHERE I WAS AT THIS TIME BUT I HAVE RETWEETED NOW AND I'VE BEEN WAITING THE DM FOR A LONG TIME unhappy ,0
1371,Hey everyone me and Harry have just had pancakes and maple syrup for breakfast . Great way to start the day happy  Miss you a,1
1372,wants to say HI to you.,0
1373, 16000 cars and 40000 autos.  ,1
1374,Helloo :D Braids! (keyrazygirl15),1
1375,I liked a video ,0
1376,Z-plus cover for Uttar Pradesh Chief Minister ,1
1377,To all FLA members and officers who are going to Cebu tomorrow silence  Godbless piss off mga ante and angkol!  happy,1
1378,Cloud over state boss Keshav Maurya's chances of becoming chief minister. ,0
1379,I do it for 5/6 times a week leh sad  and yes closing is damn fuck opening so much better,0
1380,32- for the love of a daughter crying  ,0
1381,One year ago today unhappy  ,0
1382, 6 injured ,1
1383,I wanted $25 million and they were only offering 24. smile,1
1384, could dethrone as top draw. ,0
1385,going through paces of decommissioing. Very poignant moment for IN/ air arm - to  give a send off to  a true War Horse,0
1386, a key minister who comments freely,0
1387,Forecast for wet Dol (Sunday) and dry (Monday). ,1
1388,i love mason and miss mason unhappy ,0
1389,Share the love - High Value Members of this week happy,1
1390,It's gray outside today unhappy ,0
1391,Not  a girl reared by monkeys,1
1392, headmaster finds truant kids harvesting crop. ,1
1393,my puppies deserves all better unhappy  .2,0
1394,Physics will have 80 formulas to memorize Ha.ha.ha happy,1
1395,Bengal's Advocate-General Jayanta Mitra resigns over difference of opinion with state government.,1
1396,In 7 Days: QA with Ram Madhav,1
1397,Thanks for connecting We are passionate about  - hope you like our tweets happy.1,1
1398,Thanks for the recent follow Happy to connect happy  have a great Thursday. Want it.2,1
1399, I'm very jealous of you all unhappy  Please go see 18:40 - Green Room on Sat! ,0
1400, Bram Stoker. Can't wait to show you in bronze soon. happy,1
1401,and  on the pic? unhappy ,0
1402,There was more history around the than in it,0
1403,meeting with Governor ends. He stakes claim to form government: JAYA TV. ,1
1404,thanks for the recent follow. Much appreciated happy  Get it.1,1
1405,Hellooo happy  CJAY (CJAY_100),1
1406,Your body hears everything your mind says. Be kind,1
1407, after all. ,1
1408, and more. Also in epaper. .1,0
1409,thank you! happy,1
1410,Crude buildings are taking over the only city in the world with for iconic buildings by ,1
1411,did ate jenna just blocked me or what? unhappy ,0
1412,SONE who cant stream at Genie!You CAN stream for TY at Genie! We are still sharing some Genie IDs. If you want it.2,1
1413,Thanks for the recent follow Happy to connect happy  have a great Thursday. Get it,1
1414, assumes Im outsider because of my ,0
1415,Won't allow barrages on in name of says ,1
1416,oh noooo baby unhappy ,0
1417,Vijayvargiya dares to arrest leaders. ,1
1418, and more. Also in epaper. .50,0
1419,Here's one of my rolls of 'Poundland' film! (A store that sells all products at 140.) And here's the DX d,1
1420,my honey unhappy  ,0
1421,Enjoy happy,1
1422,As races hots up,1
1423,he was talking with the girl behind jin unhappy ,0
1424,what's wrong with you why don't you like animals unhappy ,0
1425, schools,1
1426, and more. Also in epaper. .22,0
1427,back to coconut hair unhappy ,0
1428, says SP leader Shivpal Yadav ,1
1429,Just delivered my Managing the Online Customer Journey keynote at the Autodesk Partner Event. Incredible event,1
1430,Nooo your hair color is pretty .1,0
1431,A Chub bun because its Easter! Happy Easter!  His name is Almond! :D.1,1
1432,laughing out loud so cuteee happy,1
1433, so? sad,0
1434,Poll data show still rules the roost in ,1
1435,Thank you crew happy.4,1
1436,Thanks for the recent follow Happy to connect happy  have a great Thursday. (Want this? It's FREE!,1
1437,If you live only for money,0
1438,BREAKING: Supreme Court convicts in disproportionate assets case ,1
1439,Security on border put at risk by trade. ,1
1440, Uttar Pradesh VIDEO: ,1
1441,India's production grew by 2.7% in January. ,1
1442, Europe.  ,1
1443,Client work for rt and favorite happy.1,1
1444,These are things that will get cheaper  costlier for you from April 1 ,1
1445, says .2,1
1446,One table last night told me I look like a graceful ballerina gliding through tables- then another told me I looked like a flash dancer unhappy ,0
1447,What we did after the climax shot happy,1
1448,Delhi CM put on trial in a criminal defamation case filed against him by Union Minister Arun Jaitley in matter.,1
1449, I can't wait to actually see a copy smile,1
1450,I look good in blue happy,1
1451,Judge blocks Trump's ban --effective nationwide ,0
1452, DM us happy  S.2,1
1453,Premier Calcutta ransacked over death,1
1454, and Modi's comment. ,1
1455,Thanks for connecting We are passionate about  - hope you like our tweets happy,1
1456,Almost overnight,1
1457,oh my god same! we should attend on some lessons together sometime just kidding HAHAH ,0
1458,Apex court puts work first,0
1459,i tak ambik wedding package cause i is poor unhappy  i ambik aromaterapi massage je hajxjsjsj. Hehe see uuuu jwa ,0
1460,it kind of feels like a sunburight now right now sad  someone please make the nobby things on glasses not slip,0
1461, I guess it's a good thing then to bring it right to the foreground and put it right in their face,1
1462,KP Nayar on how the engagement between and the Gulf has deepened.   ,1
1463,These are for  happy,1
1464,Rich get skewered,0
1465,poor baby unhappy  I hate people ,0
1466, and more. Also in epaper. .24,0
1467,Govt looking at getting Sena MP out of list. ,1
1468, and more. Also in epaper. .34,0
1469,full interview inside in 7 Days. ,0
1470,no its okay she survived : ,0
1471,No supporting any activity that is violent...against the law: Ram Madhav.  ,1
1472,after that I was charged because of the driver happy  after waiting in the sun for 10 minutes! TEN!,1
1473, focus on MSME,1
1474, doctors split over Bengal Bill. And more,0
1475,Is that store still in use? If so,0
1476,Stats for the day have arrived. to  new followers and NO unfollowers happy  via,1
1477,unhappy  let's fight all those kids ,0
1478,Punishment time for JB's team! unhappy  ,0
1479,He didn't play for a year,1
1480, chewing in govt offices,1
1481,crying  muh feels,0
1482, envoys upset by silence of and ,1
1483,Road safety crusader to fight bid to bypass order on highway ,1
